

Time: 2018-05-29 20:45:44,Temperature: 26.10 ℃ ,Humidity: 48.00 % ,Pressure: 100660.00 hPa ,Illuminance: 54.58 lx
Time: 2018-05-31 03:03:57,Temperature: 24.10 ℃ ,Humidity: 78.00 % ,Pressure: 100808.00 hPa ,Illuminance: 0.00 lx
Time: 2018-05-31 03:13:57,Temperature: 24.10 ℃ ,Humidity: 78.00 % ,Pressure: 100817.00 hPa ,Illuminance: 0.00 lx
Time: 2018-05-31 03:23:57,Temperature: 24.10 ℃ ,Humidity: 78.00 % ,Pressure: 100815.00 hPa ,Illuminance: 0.00 lx
Time: 2018-05-31 03:33:58,Temperature: 24.10 ℃ ,Humidity: 78.00 % ,Pressure: 100833.00 hPa ,Illuminance: 0.00 lx
Time: 2018-05-31 03:43:58,Temperature: 24.10 ℃ ,Humidity: 79.00 % ,Pressure: 100836.00 hPa ,Illuminance: 0.00 lx
Time: 2018-05-31 03:53:58,Temperature: 24.10 ℃ ,Humidity: 80.00 % ,Pressure: 100844.00 hPa ,Illuminance: 0.00 lx
Time: 2018-05-31 04:03:59,Temperature: 24.10 ℃ ,Humidity: 80.00 % ,Pressure: 100853.00 hPa ,Illuminance: 0.00 lx
Time: 2018-05-31 04:13:59,Temperature: 24.10 ℃ ,Humidity: 81.00 % ,Pressure: 100871.00 hPa ,Illuminance: 0.00 lx
Time: 2018-05-31 04:23:59,Temperature: 24.10 ℃ ,Humidity: 81.00 % ,Pressure: 100871.00 hPa ,Illuminance: 0.00 lx
Time: 2018-05-31 04:34:00,Temperature: 24.00 ℃ ,Humidity: 168.00 % ,Pressure: 100868.00 hPa ,Illuminance: 0.00 lx
Time: 2018-05-31 04:44:00,Temperature: 24.00 ℃ ,Humidity: 81.00 % ,Pressure: 100884.00 hPa ,Illuminance: 0.00 lx
Time: 2018-05-31 04:54:00,Temperature: 24.00 ℃ ,Humidity: 80.00 % ,Pressure: 100874.00 hPa ,Illuminance: 0.00 lx
Time: 2018-05-31 05:04:01,Temperature: 23.90 ℃ ,Humidity: 80.00 % ,Pressure: 100893.00 hPa ,Illuminance: 0.00 lx
Time: 2018-05-31 05:14:01,Temperature: 23.90 ℃ ,Humidity: 80.00 % ,Pressure: 100894.00 hPa ,Illuminance: 0.00 lx
Time: 2018-05-31 05:24:01,Temperature: 23.80 ℃ ,Humidity: 80.00 % ,Pressure: 100893.00 hPa ,Illuminance: 0.00 lx
Time: 2018-05-31 05:34:01,Temperature: 23.80 ℃ ,Humidity: 80.00 % ,Pressure: 100893.00 hPa ,Illuminance: 0.83 lx
Time: 2018-05-31 05:44:02,Temperature: 23.80 ℃ ,Humidity: 81.00 % ,Pressure: 100903.00 hPa ,Illuminance: 2.92 lx
Time: 2018-05-31 05:54:02,Temperature: 23.80 ℃ ,Humidity: 81.00 % ,Pressure: 100921.00 hPa ,Illuminance: 2.50 lx
Time: 2018-05-31 06:04:03,Temperature: 23.80 ℃ ,Humidity: 81.00 % ,Pressure: 100946.00 hPa ,Illuminance: 1.67 lx
Time: 2018-05-31 06:14:03,Temperature: 23.80 ℃ ,Humidity: 81.00 % ,Pressure: 100952.00 hPa ,Illuminance: 3.33 lx
Time: 2018-05-31 06:24:03,Temperature: 23.80 ℃ ,Humidity: 81.00 % ,Pressure: 100952.00 hPa ,Illuminance: 3.75 lx
Time: 2018-05-31 06:34:03,Temperature: 23.80 ℃ ,Humidity: 81.00 % ,Pressure: 100958.00 hPa ,Illuminance: 4.17 lx
Time: 2018-05-31 06:44:04,Temperature: 23.80 ℃ ,Humidity: 81.00 % ,Pressure: 100975.00 hPa ,Illuminance: 11.67 lx
Time: 2018-05-31 06:54:04,Temperature: 23.80 ℃ ,Humidity: 81.00 % ,Pressure: 100976.00 hPa ,Illuminance: 10.00 lx
Time: 2018-05-31 07:04:04,Temperature: 23.80 ℃ ,Humidity: 81.00 % ,Pressure: 100981.00 hPa ,Illuminance: 10.83 lx
Time: 2018-05-31 07:14:05,Temperature: 23.80 ℃ ,Humidity: 81.00 % ,Pressure: 100993.00 hPa ,Illuminance: 15.00 lx
Time: 2018-05-31 07:24:05,Temperature: 23.90 ℃ ,Humidity: 81.00 % ,Pressure: 100984.00 hPa ,Illuminance: 25.00 lx
Time: 2018-05-31 07:34:05,Temperature: 23.90 ℃ ,Humidity: 81.00 % ,Pressure: 101011.00 hPa ,Illuminance: 28.75 lx
Time: 2018-05-31 07:44:06,Temperature: 23.90 ℃ ,Humidity: 82.00 % ,Pressure: 101055.00 hPa ,Illuminance: 17.50 lx
Time: 2018-05-31 07:54:06,Temperature: 23.90 ℃ ,Humidity: 82.00 % ,Pressure: 101053.00 hPa ,Illuminance: 22.08 lx
Time: 2018-05-31 08:04:06,Temperature: 24.00 ℃ ,Humidity: 83.00 % ,Pressure: 101084.00 hPa ,Illuminance: 22.50 lx
Time: 2018-05-31 08:14:07,Temperature: 24.00 ℃ ,Humidity: 82.00 % ,Pressure: 101077.00 hPa ,Illuminance: 30.83 lx
Time: 2018-05-31 08:24:07,Temperature: 24.00 ℃ ,Humidity: 82.00 % ,Pressure: 101089.00 hPa ,Illuminance: 37.92 lx
Time: 2018-05-31 08:34:07,Temperature: 24.10 ℃ ,Humidity: 82.00 % ,Pressure: 101083.00 hPa ,Illuminance: 58.75 lx
Time: 2018-05-31 08:44:08,Temperature: 24.40 ℃ ,Humidity: 82.00 % ,Pressure: 101082.00 hPa ,Illuminance: 67.50 lx
Time: 2018-05-31 08:54:08,Temperature: 24.40 ℃ ,Humidity: 81.00 % ,Pressure: 101083.00 hPa ,Illuminance: 75.83 lx
Time: 2018-05-31 09:04:08,Temperature: 24.60 ℃ ,Humidity: 80.00 % ,Pressure: 101112.00 hPa ,Illuminance: 67.92 lx
Time: 2018-05-31 09:14:09,Temperature: 24.50 ℃ ,Humidity: 79.00 % ,Pressure: 101122.00 hPa ,Illuminance: 62.50 lx
Time: 2018-05-31 09:24:09,Temperature: 24.60 ℃ ,Humidity: 80.00 % ,Pressure: 101146.00 hPa ,Illuminance: 43.33 lx
Time: 2018-05-31 09:34:09,Temperature: 24.70 ℃ ,Humidity: 79.00 % ,Pressure: 101178.00 hPa ,Illuminance: 44.58 lx
Time: 2018-05-31 09:44:10,Temperature: 24.80 ℃ ,Humidity: 78.00 % ,Pressure: 101159.00 hPa ,Illuminance: 81.67 lx
Time: 2018-05-31 09:54:10,Temperature: 24.90 ℃ ,Humidity: 77.00 % ,Pressure: 101139.00 hPa ,Illuminance: 113.75 lx
Time: 2018-05-31 10:04:10,Temperature: 24.90 ℃ ,Humidity: 255.00 % ,Pressure: 101189.00 hPa ,Illuminance: 63.75 lx
Time: 2018-05-31 10:14:10,Temperature: 25.10 ℃ ,Humidity: 77.00 % ,Pressure: 101194.00 hPa ,Illuminance: 92.08 lx
Time: 2018-05-31 10:24:11,Temperature: 25.10 ℃ ,Humidity: 73.00 % ,Pressure: 101206.00 hPa ,Illuminance: 60.00 lx
Time: 2018-05-31 10:34:11,Temperature: 25.00 ℃ ,Humidity: 255.00 % ,Pressure: 101234.00 hPa ,Illuminance: 48.33 lx
Time: 2018-05-31 10:44:11,Temperature: 25.10 ℃ ,Humidity: 78.00 % ,Pressure: 101224.00 hPa ,Illuminance: 64.58 lx
Time: 2018-05-31 10:54:12,Temperature: 25.10 ℃ ,Humidity: 255.00 % ,Pressure: 101232.00 hPa ,Illuminance: 66.25 lx
Time: 2018-05-31 11:04:12,Temperature: 25.10 ℃ ,Humidity: 77.00 % ,Pressure: 101232.00 hPa ,Illuminance: 58.33 lx
Time: 2018-05-31 11:14:12,Temperature: 25.20 ℃ ,Humidity: 77.00 % ,Pressure: 101217.00 hPa ,Illuminance: 53.33 lx
Time: 2018-05-31 11:24:13,Temperature: 25.30 ℃ ,Humidity: 76.00 % ,Pressure: 101241.00 hPa ,Illuminance: 79.58 lx
Time: 2018-05-31 11:34:13,Temperature: 25.40 ℃ ,Humidity: 76.00 % ,Pressure: 101231.00 hPa ,Illuminance: 89.58 lx
Time: 2018-05-31 11:44:13,Temperature: 25.40 ℃ ,Humidity: 76.00 % ,Pressure: 101237.00 hPa ,Illuminance: 77.50 lx
Time: 2018-05-31 11:54:14,Temperature: 25.30 ℃ ,Humidity: 75.00 % ,Pressure: 101264.00 hPa ,Illuminance: 60.83 lx
Time: 2018-05-31 12:04:14,Temperature: 25.40 ℃ ,Humidity: 74.00 % ,Pressure: 101253.00 hPa ,Illuminance: 65.83 lx
Time: 2018-05-31 12:14:14,Temperature: 25.50 ℃ ,Humidity: 76.00 % ,Pressure: 101264.00 hPa ,Illuminance: 80.00 lx
Time: 2018-05-31 12:24:15,Temperature: 25.50 ℃ ,Humidity: 76.00 % ,Pressure: 101237.00 hPa ,Illuminance: 71.67 lx
Time: 2018-05-31 12:34:15,Temperature: 25.50 ℃ ,Humidity: 76.00 % ,Pressure: 101257.00 hPa ,Illuminance: 53.33 lx
Time: 2018-05-31 12:44:15,Temperature: 25.50 ℃ ,Humidity: 75.00 % ,Pressure: 101249.00 hPa ,Illuminance: 48.33 lx
Time: 2018-05-31 12:54:15,Temperature: 25.50 ℃ ,Humidity: 75.00 % ,Pressure: 101230.00 hPa ,Illuminance: 57.08 lx
Time: 2018-05-31 13:04:16,Temperature: 25.50 ℃ ,Humidity: 74.00 % ,Pressure: 101230.00 hPa ,Illuminance: 59.58 lx
Time: 2018-05-31 13:14:16,Temperature: 25.50 ℃ ,Humidity: 74.00 % ,Pressure: 101224.00 hPa ,Illuminance: 57.92 lx
Time: 2018-05-31 13:24:16,Temperature: 25.60 ℃ ,Humidity: 73.00 % ,Pressure: 101219.00 hPa ,Illuminance: 57.92 lx
Time: 2018-05-31 13:34:17,Temperature: 25.40 ℃ ,Humidity: 73.00 % ,Pressure: 101229.00 hPa ,Illuminance: 53.33 lx
Time: 2018-05-31 13:44:17,Temperature: 25.20 ℃ ,Humidity: 74.00 % ,Pressure: 101208.00 hPa ,Illuminance: 50.42 lx
Time: 2018-05-31 13:54:17,Temperature: 25.00 ℃ ,Humidity: 74.00 % ,Pressure: 101192.00 hPa ,Illuminance: 48.75 lx
Time: 2018-05-31 14:04:18,Temperature: 24.90 ℃ ,Humidity: 74.00 % ,Pressure: 101188.00 hPa ,Illuminance: 53.33 lx
Time: 2018-05-31 14:14:18,Temperature: 24.80 ℃ ,Humidity: 74.00 % ,Pressure: 101193.00 hPa ,Illuminance: 56.25 lx
Time: 2018-05-31 14:24:18,Temperature: 24.60 ℃ ,Humidity: 75.00 % ,Pressure: 101169.00 hPa ,Illuminance: 53.33 lx
Time: 2018-05-31 14:34:19,Temperature: 24.60 ℃ ,Humidity: 76.00 % ,Pressure: 101169.00 hPa ,Illuminance: 53.33 lx
Time: 2018-05-31 14:44:19,Temperature: 24.60 ℃ ,Humidity: 77.00 % ,Pressure: 101166.00 hPa ,Illuminance: 55.42 lx
Time: 2018-05-31 14:54:19,Temperature: 24.90 ℃ ,Humidity: 76.00 % ,Pressure: 101164.00 hPa ,Illuminance: 53.33 lx
Time: 2018-05-31 15:04:20,Temperature: 24.90 ℃ ,Humidity: 75.00 % ,Pressure: 101165.00 hPa ,Illuminance: 55.00 lx
Time: 2018-05-31 15:14:20,Temperature: 25.10 ℃ ,Humidity: 76.00 % ,Pressure: 101190.00 hPa ,Illuminance: 47.92 lx
Time: 2018-05-31 15:24:20,Temperature: 25.10 ℃ ,Humidity: 76.00 % ,Pressure: 101161.00 hPa ,Illuminance: 55.83 lx
Time: 2018-05-31 15:34:21,Temperature: 25.20 ℃ ,Humidity: 76.00 % ,Pressure: 101173.00 hPa ,Illuminance: 50.42 lx
Time: 2018-05-31 15:44:21,Temperature: 25.20 ℃ ,Humidity: 77.00 % ,Pressure: 101160.00 hPa ,Illuminance: 60.83 lx
Time: 2018-05-31 15:54:21,Temperature: 25.30 ℃ ,Humidity: 76.00 % ,Pressure: 101134.00 hPa ,Illuminance: 50.83 lx
Time: 2018-05-31 16:04:22,Temperature: 25.30 ℃ ,Humidity: 76.00 % ,Pressure: 101127.00 hPa ,Illuminance: 47.50 lx
Time: 2018-05-31 16:14:22,Temperature: 25.10 ℃ ,Humidity: 77.00 % ,Pressure: 101121.00 hPa ,Illuminance: 53.33 lx
Time: 2018-05-31 16:24:22,Temperature: 25.10 ℃ ,Humidity: 166.00 % ,Pressure: 101123.00 hPa ,Illuminance: 57.08 lx
Time: 2018-05-31 16:34:23,Temperature: 25.10 ℃ ,Humidity: 77.00 % ,Pressure: 101095.00 hPa ,Illuminance: 62.50 lx
Time: 2018-05-31 16:44:23,Temperature: 25.10 ℃ ,Humidity: 76.00 % ,Pressure: 101100.00 hPa ,Illuminance: 45.83 lx
Time: 2018-05-31 16:54:23,Temperature: 25.10 ℃ ,Humidity: 76.00 % ,Pressure: 101093.00 hPa ,Illuminance: 42.92 lx
Time: 2018-05-31 17:04:24,Temperature: 25.10 ℃ ,Humidity: 77.00 % ,Pressure: 101080.00 hPa ,Illuminance: 44.17 lx
Time: 2018-05-31 17:14:24,Temperature: 25.20 ℃ ,Humidity: 76.00 % ,Pressure: 101087.00 hPa ,Illuminance: 37.50 lx
Time: 2018-05-31 17:24:24,Temperature: 25.20 ℃ ,Humidity: 77.00 % ,Pressure: 101089.00 hPa ,Illuminance: 32.50 lx
Time: 2018-05-31 17:34:25,Temperature: 25.10 ℃ ,Humidity: 78.00 % ,Pressure: 101086.00 hPa ,Illuminance: 32.08 lx
Time: 2018-05-31 17:44:25,Temperature: 25.10 ℃ ,Humidity: 78.00 % ,Pressure: 101084.00 hPa ,Illuminance: 32.08 lx
Time: 2018-05-31 17:54:25,Temperature: 25.30 ℃ ,Humidity: 166.00 % ,Pressure: 101101.00 hPa ,Illuminance: 85.83 lx
Time: 2018-05-31 18:04:26,Temperature: 25.70 ℃ ,Humidity: 81.00 % ,Pressure: 101110.00 hPa ,Illuminance: 85.42 lx
Time: 2018-05-31 18:14:26,Temperature: 25.70 ℃ ,Humidity: 79.00 % ,Pressure: 101102.00 hPa ,Illuminance: 80.42 lx
Time: 2018-05-31 18:24:26,Temperature: 26.30 ℃ ,Humidity: 78.00 % ,Pressure: 101117.00 hPa ,Illuminance: 76.25 lx
Time: 2018-05-31 18:34:27,Temperature: 26.00 ℃ ,Humidity: 79.00 % ,Pressure: 101129.00 hPa ,Illuminance: 72.50 lx
Time: 2018-05-31 18:44:27,Temperature: 25.80 ℃ ,Humidity: 78.00 % ,Pressure: 101125.00 hPa ,Illuminance: 71.25 lx
Time: 2018-05-31 18:54:27,Temperature: 25.50 ℃ ,Humidity: 79.00 % ,Pressure: 101124.00 hPa ,Illuminance: 69.17 lx
Time: 2018-05-31 19:04:28,Temperature: 25.30 ℃ ,Humidity: 79.00 % ,Pressure: 101126.00 hPa ,Illuminance: 67.50 lx
Time: 2018-05-31 19:14:28,Temperature: 25.20 ℃ ,Humidity: 78.00 % ,Pressure: 101118.00 hPa ,Illuminance: 65.42 lx
Time: 2018-05-31 19:24:28,Temperature: 25.40 ℃ ,Humidity: 79.00 % ,Pressure: 101126.00 hPa ,Illuminance: 65.42 lx
Time: 2018-05-31 19:34:29,Temperature: 25.30 ℃ ,Humidity: 79.00 % ,Pressure: 101130.00 hPa ,Illuminance: 65.00 lx
Time: 2018-05-31 19:44:29,Temperature: 25.40 ℃ ,Humidity: 80.00 % ,Pressure: 101138.00 hPa ,Illuminance: 64.17 lx
Time: 2018-05-31 19:54:29,Temperature: 25.40 ℃ ,Humidity: 80.00 % ,Pressure: 101139.00 hPa ,Illuminance: 49.17 lx
Time: 2018-05-31 20:04:29,Temperature: 25.50 ℃ ,Humidity: 80.00 % ,Pressure: 101144.00 hPa ,Illuminance: 51.25 lx
Time: 2018-05-31 20:14:30,Temperature: 25.50 ℃ ,Humidity: 80.00 % ,Pressure: 101147.00 hPa ,Illuminance: 50.83 lx
Time: 2018-05-31 20:24:30,Temperature: 25.40 ℃ ,Humidity: 80.00 % ,Pressure: 101153.00 hPa ,Illuminance: 60.00 lx
Time: 2018-05-31 20:34:30,Temperature: 25.20 ℃ ,Humidity: 80.00 % ,Pressure: 101169.00 hPa ,Illuminance: 47.50 lx
Time: 2018-05-31 20:44:31,Temperature: 25.50 ℃ ,Humidity: 81.00 % ,Pressure: 101168.00 hPa ,Illuminance: 4.58 lx
Time: 2018-05-31 20:54:31,Temperature: 25.50 ℃ ,Humidity: 81.00 % ,Pressure: 101185.00 hPa ,Illuminance: 47.08 lx
Time: 2018-05-31 21:04:31,Temperature: 25.10 ℃ ,Humidity: 81.00 % ,Pressure: 101185.00 hPa ,Illuminance: 53.33 lx
Time: 2018-05-31 21:14:32,Temperature: 25.00 ℃ ,Humidity: 82.00 % ,Pressure: 101191.00 hPa ,Illuminance: 49.17 lx
Time: 2018-05-31 21:24:32,Temperature: 24.80 ℃ ,Humidity: 82.00 % ,Pressure: 101196.00 hPa ,Illuminance: 51.67 lx
Time: 2018-05-31 21:34:32,Temperature: 24.90 ℃ ,Humidity: 83.00 % ,Pressure: 101182.00 hPa ,Illuminance: 51.25 lx
Time: 2018-05-31 21:44:33,Temperature: 25.30 ℃ ,Humidity: 82.00 % ,Pressure: 101207.00 hPa ,Illuminance: 0.83 lx
Time: 2018-05-31 21:54:33,Temperature: 25.30 ℃ ,Humidity: 82.00 % ,Pressure: 101228.00 hPa ,Illuminance: 0.83 lx
Time: 2018-05-31 22:04:33,Temperature: 25.20 ℃ ,Humidity: 82.00 % ,Pressure: 101224.00 hPa ,Illuminance: 0.83 lx
Time: 2018-05-31 22:14:34,Temperature: 25.20 ℃ ,Humidity: 83.00 % ,Pressure: 101223.00 hPa ,Illuminance: 0.83 lx
Time: 2018-05-31 22:24:34,Temperature: 25.10 ℃ ,Humidity: 83.00 % ,Pressure: 101239.00 hPa ,Illuminance: 0.83 lx
Time: 2018-05-31 22:34:34,Temperature: 25.00 ℃ ,Humidity: 84.00 % ,Pressure: 101230.00 hPa ,Illuminance: 0.83 lx
Time: 2018-05-31 22:44:35,Temperature: 25.00 ℃ ,Humidity: 84.00 % ,Pressure: 101231.00 hPa ,Illuminance: 0.83 lx
Time: 2018-05-31 22:54:35,Temperature: 24.90 ℃ ,Humidity: 84.00 % ,Pressure: 101248.00 hPa ,Illuminance: 0.83 lx
Time: 2018-05-31 23:04:35,Temperature: 24.90 ℃ ,Humidity: 84.00 % ,Pressure: 101241.00 hPa ,Illuminance: 0.83 lx
Time: 2018-05-31 23:14:36,Temperature: 24.80 ℃ ,Humidity: 85.00 % ,Pressure: 101247.00 hPa ,Illuminance: 0.83 lx
Time: 2018-05-31 23:24:36,Temperature: 24.80 ℃ ,Humidity: 85.00 % ,Pressure: 101241.00 hPa ,Illuminance: 0.83 lx
Time: 2018-05-31 23:34:36,Temperature: 24.70 ℃ ,Humidity: 85.00 % ,Pressure: 101235.00 hPa ,Illuminance: 0.83 lx
Time: 2018-05-31 23:44:37,Temperature: 24.70 ℃ ,Humidity: 85.00 % ,Pressure: 101235.00 hPa ,Illuminance: 0.83 lx
Time: 2018-05-31 23:54:37,Temperature: 24.70 ℃ ,Humidity: 85.00 % ,Pressure: 101226.00 hPa ,Illuminance: 0.83 lx
Time: 2018-06-01 00:04:37,Temperature: 24.60 ℃ ,Humidity: 85.00 % ,Pressure: 101221.00 hPa ,Illuminance: 0.83 lx
Time: 2018-06-01 00:14:38,Temperature: 24.60 ℃ ,Humidity: 85.00 % ,Pressure: 101223.00 hPa ,Illuminance: 0.83 lx
Time: 2018-06-01 00:24:38,Temperature: 24.60 ℃ ,Humidity: 85.00 % ,Pressure: 101202.00 hPa ,Illuminance: 0.83 lx
Time: 2018-06-01 00:34:38,Temperature: 24.60 ℃ ,Humidity: 85.00 % ,Pressure: 101200.00 hPa ,Illuminance: 0.83 lx
Time: 2018-06-01 00:44:39,Temperature: 24.60 ℃ ,Humidity: 85.00 % ,Pressure: 101199.00 hPa ,Illuminance: 0.83 lx
Time: 2018-06-01 00:54:39,Temperature: 24.60 ℃ ,Humidity: 85.00 % ,Pressure: 101199.00 hPa ,Illuminance: 0.83 lx
Time: 2018-06-01 01:04:39,Temperature: 24.50 ℃ ,Humidity: 86.00 % ,Pressure: 101209.00 hPa ,Illuminance: 0.83 lx
Time: 2018-06-01 01:14:40,Temperature: 24.50 ℃ ,Humidity: 86.00 % ,Pressure: 101194.00 hPa ,Illuminance: 0.83 lx
Time: 2018-06-01 01:24:40,Temperature: 24.50 ℃ ,Humidity: 86.00 % ,Pressure: 101202.00 hPa ,Illuminance: 0.83 lx
Time: 2018-06-01 01:34:40,Temperature: 24.50 ℃ ,Humidity: 86.00 % ,Pressure: 101185.00 hPa ,Illuminance: 0.83 lx
Time: 2018-06-01 01:44:41,Temperature: 24.50 ℃ ,Humidity: 86.00 % ,Pressure: 101181.00 hPa ,Illuminance: 0.83 lx
Time: 2018-06-01 01:54:41,Temperature: 24.40 ℃ ,Humidity: 86.00 % ,Pressure: 101170.00 hPa ,Illuminance: 0.83 lx
Time: 2018-06-01 02:04:41,Temperature: 24.40 ℃ ,Humidity: 85.00 % ,Pressure: 101169.00 hPa ,Illuminance: 0.83 lx
Time: 2018-06-01 02:14:42,Temperature: 24.40 ℃ ,Humidity: 85.00 % ,Pressure: 101149.00 hPa ,Illuminance: 0.83 lx
Time: 2018-06-01 02:24:42,Temperature: 24.40 ℃ ,Humidity: 85.00 % ,Pressure: 101141.00 hPa ,Illuminance: 0.83 lx
Time: 2018-06-01 02:34:42,Temperature: 24.40 ℃ ,Humidity: 85.00 % ,Pressure: 101144.00 hPa ,Illuminance: 0.83 lx
Time: 2018-06-01 02:44:43,Temperature: 24.30 ℃ ,Humidity: 86.00 % ,Pressure: 101132.00 hPa ,Illuminance: 0.83 lx
Time: 2018-06-01 02:54:43,Temperature: 24.30 ℃ ,Humidity: 86.00 % ,Pressure: 101126.00 hPa ,Illuminance: 0.42 lx
Time: 2018-06-01 03:04:43,Temperature: 24.20 ℃ ,Humidity: 86.00 % ,Pressure: 101117.00 hPa ,Illuminance: 0.42 lx
Time: 2018-06-01 03:14:44,Temperature: 24.20 ℃ ,Humidity: 86.00 % ,Pressure: 101117.00 hPa ,Illuminance: 0.83 lx
Time: 2018-06-01 03:24:44,Temperature: 24.20 ℃ ,Humidity: 86.00 % ,Pressure: 101111.00 hPa ,Illuminance: 0.83 lx
Time: 2018-06-01 03:34:44,Temperature: 24.20 ℃ ,Humidity: 86.00 % ,Pressure: 101129.00 hPa ,Illuminance: 0.83 lx
Time: 2018-06-01 03:44:45,Temperature: 24.20 ℃ ,Humidity: 85.00 % ,Pressure: 101126.00 hPa ,Illuminance: 0.83 lx
Time: 2018-06-01 03:54:45,Temperature: 24.10 ℃ ,Humidity: 86.00 % ,Pressure: 101112.00 hPa ,Illuminance: 0.42 lx
Time: 2018-06-01 04:04:45,Temperature: 24.10 ℃ ,Humidity: 86.00 % ,Pressure: 101112.00 hPa ,Illuminance: 0.83 lx
Time: 2018-06-01 04:14:46,Temperature: 24.10 ℃ ,Humidity: 86.00 % ,Pressure: 101131.00 hPa ,Illuminance: 0.83 lx
Time: 2018-06-01 04:24:46,Temperature: 24.10 ℃ ,Humidity: 84.00 % ,Pressure: 101142.00 hPa ,Illuminance: 0.83 lx
Time: 2018-06-01 04:34:46,Temperature: 24.00 ℃ ,Humidity: 86.00 % ,Pressure: 101121.00 hPa ,Illuminance: 0.83 lx
Time: 2018-06-01 04:44:47,Temperature: 24.00 ℃ ,Humidity: 87.00 % ,Pressure: 101134.00 hPa ,Illuminance: 0.83 lx
Time: 2018-06-01 04:54:47,Temperature: 24.00 ℃ ,Humidity: 87.00 % ,Pressure: 101128.00 hPa ,Illuminance: 0.83 lx
Time: 2018-06-01 05:04:47,Temperature: 24.00 ℃ ,Humidity: 87.00 % ,Pressure: 101131.00 hPa ,Illuminance: 0.83 lx
Time: 2018-06-01 05:14:48,Temperature: 23.90 ℃ ,Humidity: 87.00 % ,Pressure: 101144.00 hPa ,Illuminance: 1.25 lx
Time: 2018-06-01 05:24:48,Temperature: 23.80 ℃ ,Humidity: 87.00 % ,Pressure: 101137.00 hPa ,Illuminance: 2.50 lx
Time: 2018-06-01 05:34:48,Temperature: 23.80 ℃ ,Humidity: 87.00 % ,Pressure: 101138.00 hPa ,Illuminance: 4.58 lx
Time: 2018-06-01 05:44:49,Temperature: 23.90 ℃ ,Humidity: 88.00 % ,Pressure: 101156.00 hPa ,Illuminance: 6.67 lx
Time: 2018-06-01 05:54:49,Temperature: 23.80 ℃ ,Humidity: 89.00 % ,Pressure: 101147.00 hPa ,Illuminance: 6.25 lx
Time: 2018-06-01 06:04:49,Temperature: 23.80 ℃ ,Humidity: 89.00 % ,Pressure: 101155.00 hPa ,Illuminance: 10.83 lx
Time: 2018-06-01 06:14:50,Temperature: 23.80 ℃ ,Humidity: 89.00 % ,Pressure: 101156.00 hPa ,Illuminance: 16.67 lx
Time: 2018-06-01 06:24:50,Temperature: 23.80 ℃ ,Humidity: 90.00 % ,Pressure: 101159.00 hPa ,Illuminance: 20.83 lx
Time: 2018-06-01 06:34:50,Temperature: 23.80 ℃ ,Humidity: 90.00 % ,Pressure: 101171.00 hPa ,Illuminance: 30.00 lx
Time: 2018-06-01 06:44:51,Temperature: 23.70 ℃ ,Humidity: 90.00 % ,Pressure: 101180.00 hPa ,Illuminance: 23.75 lx
Time: 2018-06-01 06:54:51,Temperature: 23.70 ℃ ,Humidity: 90.00 % ,Pressure: 101189.00 hPa ,Illuminance: 33.75 lx
Time: 2018-06-01 07:04:51,Temperature: 23.80 ℃ ,Humidity: 90.00 % ,Pressure: 101207.00 hPa ,Illuminance: 66.25 lx
Time: 2018-06-01 07:14:52,Temperature: 23.70 ℃ ,Humidity: 90.00 % ,Pressure: 101207.00 hPa ,Illuminance: 88.33 lx
Time: 2018-06-01 07:24:52,Temperature: 23.80 ℃ ,Humidity: 90.00 % ,Pressure: 101228.00 hPa ,Illuminance: 75.42 lx
Time: 2018-06-01 07:34:52,Temperature: 23.70 ℃ ,Humidity: 90.00 % ,Pressure: 101234.00 hPa ,Illuminance: 64.58 lx
Time: 2018-06-01 07:44:53,Temperature: 23.70 ℃ ,Humidity: 89.00 % ,Pressure: 101220.00 hPa ,Illuminance: 80.83 lx
Time: 2018-06-01 07:54:53,Temperature: 23.80 ℃ ,Humidity: 89.00 % ,Pressure: 101234.00 hPa ,Illuminance: 97.50 lx
Time: 2018-06-01 08:04:53,Temperature: 23.80 ℃ ,Humidity: 88.00 % ,Pressure: 101236.00 hPa ,Illuminance: 85.42 lx
Time: 2018-06-01 08:14:54,Temperature: 23.90 ℃ ,Humidity: 88.00 % ,Pressure: 101249.00 hPa ,Illuminance: 111.67 lx
Time: 2018-06-01 08:24:54,Temperature: 24.00 ℃ ,Humidity: 87.00 % ,Pressure: 101260.00 hPa ,Illuminance:
